Row Id,Track Name,Album Name,Artist Name(s),Release Date,Genres,Duration
424,Garden Shed (feat. Estelle),Flower Boy,"Tyler, The Creator,Estelle",2017-07-21,"hip hop,rap,neo soul,r&b",223946
425,GOLD,SATURATION,BROCKHAMPTON,2017-06-09,"boy band,rap",266000
426,67,12 Odd Future Songs,MellowHype,2011-10-03,underground hip hop,218280
427,Sundress,Sundress,A$AP Rocky,2018-11-20,"east coast hip hop,hip hop,rap,trap",158205
428,Best Friend,Best Friend,Rex Orange County,2017-01-25,bedroom pop,262231
429,RENTAL,SATURATION III,BROCKHAMPTON,2017-12-15,"boy band,rap",213658
430,Wool (feat. Vince Staples),"I Don't Like S**t, I Don't Go Outside: An Album by Earl Sweatshirt","Earl Sweatshirt,Vince Staples",2015-03-23,"drumless hip hop,experimental hip hop,hip hop,rap,underground hip hop,conscious hip hop",153120
431,Skyline To,Blonde,Frank Ocean,2016-08-20,"lgbtq+ hip hop,neo soul",184600
432,Joyride,ARIZONA BABY,Kevin Abstract,2019-04-25,"afrofuturism,lgbtq+ hip hop",216070
433,Brotha Man (feat. French Montana),TESTING,"A$AP Rocky,French Montana",2018-05-25,"east coast hip hop,hip hop,rap,trap,pop rap,southern hip hop",216080
434,Dark Red,Dark Red,Steve Lacy,2017-02-20,afrofuturism,173104
435,Girl (feat. KAYTRANADA),Ego Death,"The Internet,KAYTRANADA",2015-06-26,"alternative r&b,lgbtq+ hip hop,escape room,indie soul",415613
436,SUMMER,SATURATION II,BROCKHAMPTON,2017-08-25,"boy band,rap",204939
437,PRIDE.,DAMN.,Kendrick Lamar,2017-04-14,"conscious hip hop,hip hop,rap,west coast rap",275253
438,Fallen,SYRE,Jaden,2017-11-17,"pop rap,rap",262473
439,Self Care,Swimming,Mac Miller,2018-08-03,"hip hop,pittsburgh rap,pop rap,rap",345133
440,"Enjoy Right Now, Today",Flower Boy,"Tyler, The Creator",2017-07-21,"hip hop,rap",235400
441,C U Girl,C U Girl,Steve Lacy,2015-02-15,afrofuturism,129697
442,DUCKWORTH.,DAMN.,Kendrick Lamar,2017-04-14,"conscious hip hop,hip hop,rap,west coast rap",248613
443,Nothing,Apricot Princess,"Rex Orange County,Marco McKinnis",2017-04-26,"bedroom pop,indie r&b",293346
444,SLOW DANCING IN THE DARK,BALLADS 1,Joji,2018-10-26,viral pop,209273
445,Love,Love,"Kid Abstrakt,The Deli,Joseph Soul",2019-04-16,"jazz rap,chillhop,lo-fi beats,lo-fi house",183125
446,Colorado,Colorado,Kota the Friend,2018-10-24,underground hip hop,206500
447,"Mystique, Pt. 2",Phantom,Tevvez,2020-12-04,gym hardstyle,168806
448,Raw To The Floor,Evilution,"Evil Activities,The Viper",2008-05-19,"classic hardstyle,dark hardcore,happy hardcore,hardcore techno,gabber",320053
449,Harder State Of Mind,Harder State Of Mind,"D-Block & S-te-Fan,DJ Isaac",2020-06-09,"classic hardstyle,euphoric hardstyle,rawstyle,australian dance,gabber,happy hardcore",236800
450,The Silence (Of My Sins),The Silence (Of My Sins),Sub Zero Project,2020-07-01,"euphoric hardstyle,rawstyle",242781
451,Greek Gods,Obsidian,Tevvez,2020-02-14,gym hardstyle,200662
452,Spirit of Hardstyle,Spirit of Hardstyle,Noisecontrollers,2017-07-21,"classic hardstyle,euphoric hardstyle,rawstyle",287630
453,Ensoleil,Aesthetic Dream,Tevvez,2018-08-30,gym hardstyle,219951
454,The Hunter And The Prey,The Hunter And The Prey (feat. Sian Evans),"Headhunterz,Sian Evans",2020-07-30,"classic hardstyle,euphoric hardstyle,melbourne bounce international",224000
455,Mystique,Divinity,Tevvez,2019-08-01,gym hardstyle,181156
456,Legend,Phantom,Tevvez,2020-12-04,gym hardstyle,189679
457,Stronger & Better,The Chronicles Of Chaos,Radical Redemption,2020-12-11,"classic hardstyle,rawstyle",182903
458,My Beautiful Fantasy,My Beautiful Fantasy,"Phuture Noize,B-Front",2020-01-10,"australian dance,classic hardstyle,euphoric hardstyle,rawstyle",192014
459,Feel It!,Feel It!,"D-Block & S-te-Fan,D-Sturb",2020-01-21,"classic hardstyle,euphoric hardstyle,rawstyle,frenchcore,xtra raw",236903
460,Toss A Coin To Your Witcher,Toss A Coin To Your Witcher,"Coone,Da Tweekaz,Hard Driver,The Elite,Bram Boender",2020-09-10,"belgian edm,classic hardstyle,euphoric hardstyle,jumpstyle,rawstyle",252800
461,Hardmind,Aesthetic Dream,Tevvez,2018-08-30,gym hardstyle,173139
462,Zombie,Zombie,Ran-D,2018-06-01,"classic hardstyle,rawstyle,tekk",289548
463,Love,Love,Physika,2021-04-05,"euphoric hardstyle,rawstyle",167237
464,Pressure,Obsidian,Tevvez,2020-02-14,gym hardstyle,221955
465,Outcast - Radio Edit,Outcast,"LILS,NIIVES,HAYLE",2020-11-25,gym hardstyle,227200
466,No Cure (Radio Edit),Iqon - Experience the Beyond,Ran-D & Redixx,2013-04-12,hardstyle,270399
467,FML,FML,Wasted Penguinz,2019-05-09,"classic hardstyle,euphoric hardstyle",294700
468,Lies or Truth - Album Edit,Lose Control,"Wildstylez,Brennan Heart",2015-06-12,"classic hardstyle,euphoric hardstyle,rawstyle",212837
469,Stronger,Stronger,Vertile,2019-09-09,rawstyle,198135
470,Dragonborn part 3 (Oceans Apart),Dragonborn part 3 (Oceans Apart) [feat. Sian Evans],"Headhunterz,Sian Evans",2020-10-01,"classic hardstyle,euphoric hardstyle,melbourne bounce international",210163
471,Hardsynth,Aesthetic Dream,Tevvez,2018-08-30,gym hardstyle,152476
472,Destiny - Edit,Destiny,Headhunterz,2017-09-01,"classic hardstyle,euphoric hardstyle,melbourne bounce international",179600
473,Colors - Radio Edit,Colors,"Headhunterz,Tatu",2013-08-30,"classic hardstyle,euphoric hardstyle,melbourne bounce international",202400
474,Poppin´ (Radio Edit),Poppin´ (Radio Edit),Element,2019-09-19,rawstyle,194434
475,Glimmer of Hope,Obsidian,Tevvez,2020-02-14,gym hardstyle,176280
476,New World,New World,"Code Black,Chris Madin",2015-03-30,"classic hardstyle,euphoric hardstyle,rawstyle",304000
477,Home,Home,Dionysus,2021-03-20,gym hardstyle,188089
478,Frozen in time,Phantom,"Tevvez,Mally",2020-12-04,gym hardstyle,224075
479,Hardeyes,Aesthetic Dream,Tevvez,2018-08-30,gym hardstyle,241841
480,Buenssa,Aesthetic Dream,Tevvez,2018-08-30,gym hardstyle,168672
481,Quasar,Quasar,Tevvez,2021-06-07,gym hardstyle,250604
482,Murder,Evil's Greatest Activities,Evil Activities,2013-02-22,"classic hardstyle,dark hardcore,happy hardcore,hardcore techno",383647
483,Sanctuary,Sanctuary (feat. Lindi),"Wildstylez,Lindi",2021-07-08,"classic hardstyle,euphoric hardstyle",232100
484,Die Trying,Fragments,Digital Punk,2018-09-28,"classic hardstyle,euphoric hardstyle,rawstyle",232687
485,Spectre,Obsidian,Tevvez,2020-02-14,gym hardstyle,196497
486,Return,Obsidian,Tevvez,2020-02-14,gym hardstyle,163038
487,Heaven,Divinity,Tevvez,2019-08-01,gym hardstyle,211290
488,Maniac,Maniac,Sub Sonik,2021-07-22,"euphoric hardstyle,rawstyle",161483
489,For Ever,Oxygen,Zatox,2017-09-29,"classic hardstyle,euphoric hardstyle,rawstyle",267200
490,Flame Up High - Vertile Remix,Flame Up High (Vertile Remix),"Adaro,Vertile",2020-01-17,"classic hardstyle,euphoric hardstyle,rawstyle",222070
491,Son of Zeus,10 Years Gone,Dionysus,2021-08-13,gym hardstyle,153000
492,Universe,Legacy,Tevvez,2019-01-12,gym hardstyle,214604
493,Zeus,Zeus,Tevvez,2021-08-30,gym hardstyle,196085
494,Life Eternal,TRINITY,MYST,2021-08-13,"classic hardstyle,euphoric hardstyle,rawstyle",230725
495,Walk With Kings,Walk With Kings,MYST,2020-04-10,"classic hardstyle,euphoric hardstyle,rawstyle",214624
496,Bump The Bass.exe (Bonus Track),10 Years Gone,Dionysus,2021-08-13,gym hardstyle,45000
497,Somebody to Hold,Somebody to Hold,"Parsa Nani,Dionysus",2021-05-21,gym hardstyle,224400
498,Infinity,Phantom,Tevvez,2020-12-04,gym hardstyle,247979
499,Tren,Tren,Yosuf,2021-09-12,gym hardstyle,158899
500,Going Under,Going Under,Deetox,2020-04-16,"classic hardstyle,euphoric hardstyle,rawstyle",265489
501,Volume Check,Volume Check EP,Eternate,2021-08-03,hardstyle,199287
502,CLEN,CLEN,"Dionysus,Yosuf",2021-11-19,gym hardstyle,158117
503,Fight Fire With Fire,Fight Fire With Fire,"Ran-D,LePrince",2020-12-11,"classic hardstyle,rawstyle,tekk",235919
504,Euphoria,Aesthetic Dream,Tevvez,2018-08-30,gym hardstyle,292466
505,No Time,Aesthetic Dream,Tevvez,2018-08-30,gym hardstyle,111412
506,The Path We Take,TRINITY,MYST,2021-08-13,"classic hardstyle,euphoric hardstyle,rawstyle",220624
507,Better,Divinity,Tevvez,2019-08-01,gym hardstyle,204159
508,Music Of The Mind,Music Of The Mind,Envine,2019-05-15,"euphoric hardstyle,hardstyle,rawstyle",183945
509,Deep End,Deep End,"Stupid Whizkid,DROPiXX",2021-06-11,gym hardstyle,194584
510,Invincible,Invincible,Neolux,2019-05-25,"euphoric hardstyle,gym hardstyle",177166
511,MALO TEBYA - Pxlish Beatz Remix,MALO TEBYA (Pxlish Beatz Remix),Pxlish Beatz,2022-01-18,gym hardstyle,163997
512,Vision,Phantom,Tevvez,2020-12-04,gym hardstyle,192662
513,Alpha,Alpha,Tevvez,2022-01-24,gym hardstyle,247458
514,Override,Override,KSLV Noh,2021-08-27,drift phonk,114624
515,Oblivion,Phantom,Tevvez,2020-12-04,gym hardstyle,222215
516,Legacy,Phantom,Tevvez,2020-12-04,gym hardstyle,301318
517,No Fear,Pure,Tevvez,2019-05-06,gym hardstyle,173439
518,Wolves,Past. Present.,Zatox,2020-10-12,"classic hardstyle,euphoric hardstyle,rawstyle",270000
519,Endless,Obsidian,Tevvez,2020-02-14,gym hardstyle,194990
520,Void,Obsidian,Tevvez,2020-02-14,gym hardstyle,209040
521,Forgiven,Forgiven,The Machine,2020-04-30,"classic hardstyle,euphoric hardstyle,rawstyle",235500
522,Fallen,Fallen,"Deetox,Elyn",2019-03-08,"classic hardstyle,euphoric hardstyle,rawstyle",216004
523,200 BPM,200BPM,Frontliner,2019-10-31,"classic hardstyle,euphoric hardstyle,rawstyle",147599
524,Overloader,Overloader,MYST,2020-02-14,"classic hardstyle,euphoric hardstyle,rawstyle",157947
525,You're My Angel - Hypnose Remix Edit,You're My Angel,"Styles & Breeze,Hypnose",2021-11-05,"bouncy house,euphoric hardstyle,rawstyle",170326
526,Hold On,Hold On,"D-Sturb,Sogma,E-Life",2020-06-17,"classic hardstyle,euphoric hardstyle,frenchcore,rawstyle,xtra raw,dutch hip hop",316012
527,Throne,Obsidian,Tevvez,2020-02-14,gym hardstyle,177107
528,Univerze - Extended Mix,Univerze,"Rebourne,Wasted Penguinz",2015-10-20,"australian dance,classic hardstyle,euphoric hardstyle,rawstyle",278400
529,Cursed Voices,Obsidian,Tevvez,2020-02-14,gym hardstyle,197792
530,Change Your Mind,Change Your Mind,Kronos,2020-02-26,"classic hardstyle,euphoric hardstyle,rawstyle",189000
531,Skyfire - Steve Allen & Devon Colombage Remix,Skyfire (Steve Allen & Devon Colombage Remix),"Shogun,Steve Allen,Devon Colombage",2017-12-15,"deep uplifting trance,progressive house,trance,uplifting trance,progressive trance,progressive uplifting trance",233061
532,your my angel,your my angel,Tatli,2022-01-03,gym hardstyle,282775
533,Temper,Temper,Miss K8,2018-04-24,dark hardcore,221666
534,Evilution,Evilution,Evil Activities,2008-05-19,"classic hardstyle,dark hardcore,happy hardcore,hardcore techno",339106
535,Blood,Hand of God,Tevvez,2019-02-27,gym hardstyle,179596
536,World Excited,Waves,Tevvez,2018-12-12,gym hardstyle,201560
537,Worz,Hand of God,Tevvez,2019-02-27,gym hardstyle,125200
538,depression,depression,Tatli,2021-12-05,gym hardstyle,139070
539,Neo Tokyo,Neo Tokyo,"Naeleck,Kan Takahiko",2021-01-08,"electro,japanese edm",224000
540,F****D UP,F****D UP,Dionysus,2021-04-28,gym hardstyle,192000
541,HALO,HALO,Sub Zero Project,2021-03-17,"euphoric hardstyle,rawstyle",188991
542,Dbol,Dbol,Yosuf,2021-10-04,gym hardstyle,124238
543,1Train,LONG.LIVE.A$AP (Deluxe Version),"A$AP Rocky,Kendrick Lamar,Joey Bada$$,Yelawolf,Danny Brown,Action Bronson,Big K.R.I.T.",2013-01-11,"east coast hip hop,hip hop,rap,trap,conscious hip hop,west coast rap,alabama rap,alternative hip hop,detroit hip hop,escape room,underground hip hop,nyc rap,queens hip hop,mississippi hip hop,southern hip hop",372173
544,95 Till Infinity,Summer Knights,Joey Bada$$,2013-10-29,"conscious hip hop,hip hop,rap",267453
545,Poe Mans Dreams (His Vice),Section.80,Kendrick Lamar,2011-07-02,"conscious hip hop,hip hop,rap,west coast rap",261874
546,STAR,SATURATION,BROCKHAMPTON,2017-06-09,"boy band,rap",161000
547,Grown Up,Grown Up,Danny Brown,2012-06-05,"alternative hip hop,detroit hip hop,escape room,hip hop,underground hip hop",139930
548,Gilligan,Gilligan (feat. A$AP Rocky & Juicy J),"DRAM,A$AP Rocky,Juicy J",2017-04-21,"pop rap,trap,underground hip hop,viral trap,virginia hip hop,east coast hip hop,hip hop,rap,crunk,memphis hip hop,southern hip hop",207800
549,Ski Mask,Ski Mask,Smokepurpp,2017-05-12,"melodic rap,miami hip hop,trap,underground hip hop",164773
550,ROCKABYE BABY,ROCKABYE BABY,"Joey Bada$$,ScHoolboy Q",2017-03-31,"conscious hip hop,hip hop,rap,gangster rap,pop rap,southern hip hop,trap",223553
551,FOR MY PEOPLE,ALL-AMERIKKKAN BADA$$,Joey Bada$$,2017-04-07,"conscious hip hop,hip hop,rap",232765
552,TEMPTATION,ALL-AMERIKKKAN BADA$$,Joey Bada$$,2017-04-07,"conscious hip hop,hip hop,rap",244197
553,BABYLON (feat. Chronixx),ALL-AMERIKKKAN BADA$$,"Joey Bada$$,Chronixx",2017-04-07,"conscious hip hop,hip hop,rap,dancehall,modern reggae",336333
554,Hazeus View,B4.DA.$$,Joey Bada$$,2015-01-20,"conscious hip hop,hip hop,rap",219504
555,DNA.,DAMN.,Kendrick Lamar,2017-04-14,"conscious hip hop,hip hop,rap,west coast rap",185946
556,Goyard Bag,Goyard Bag,"Fabolous,Lil Uzi Vert",2017-02-03,"gangster rap,hip hop,pop rap,rap,trap,urban contemporary,melodic rap,philly rap,rage rap",245946
557,Audi.,Audi.,Smokepurpp,2017-05-19,"melodic rap,miami hip hop,trap,underground hip hop",160000
558,Glock In My Benz,Glock In My Benz,Smokepurpp,2017-05-12,"melodic rap,miami hip hop,trap,underground hip hop",201720
559,F**k A Swisher,Up Now F**k Next,"Smokepurpp,Xavier Wulf",2017-05-12,"melodic rap,miami hip hop,trap,underground hip hop,cloud rap,dark trap,memphis hip hop",135360
560,Doomsday,Best of Mf,"MF DOOM,MF Grimm",2003-09-02,"alternative hip hop,east coast hip hop,hip hop,instrumental hip hop",298073
561,Off the Wall,Off the Wall,Nyck @ Knight,2017-06-09,rap,196243
562,All Caps,Madvillainy,Madvillain,2004-03-24,"abstract hip hop,alternative hip hop,hip hop,psychedelic hip hop",130479
563,911 / Mr. Lonely (feat. Frank Ocean & Steve Lacy),Who Dat Boy / 911,"Tyler, The Creator,Frank Ocean,Steve Lacy",2017-06-30,"hip hop,rap,lgbtq+ hip hop,neo soul,afrofuturism",255653
564,Who Dat Boy (feat. A$AP Rocky),Who Dat Boy / 911,"Tyler, The Creator,A$AP Rocky",2017-06-30,"hip hop,rap,east coast hip hop,trap",205093
565,Excuse Me,AT.LONG.LAST.A$AP,A$AP Rocky,2015-05-26,"east coast hip hop,hip hop,rap,trap",238053
566,Look At Me!,Revenge,XXXTENTACION,2017-05-16,"emo rap,miami hip hop",126345
567,Pac Blood,XXX (Deluxe Edition),Danny Brown,2011,"alternative hip hop,detroit hip hop,escape room,hip hop,underground hip hop",152257
568,Mirror (feat. Earl Sweatshirt),Animals Have Feelings,"Samiyam,Earl Sweatshirt",2016-03-04,"glitch,wonky,drumless hip hop,experimental hip hop,hip hop,rap,underground hip hop",148910
569,Polo Socks,Polo Socks,Oliver Francis,2017-01-18,"cloud rap,emo rap,melodic rap",137270
570,YAH.,DAMN.,Kendrick Lamar,2017-04-14,"conscious hip hop,hip hop,rap,west coast rap",160293
571,The Fine Print,Take Me To Your Leader,King Geedorah,2003-06-17,alternative hip hop,269360
572,Raid,Madvillainy,"Madvillain,MED",2004-03-24,"abstract hip hop,alternative hip hop,hip hop,psychedelic hip hop",150520
573,Fancy Clown,Madvillainy,"Madvillain,Viktor Vaughn",2004-03-24,"abstract hip hop,alternative hip hop,hip hop,psychedelic hip hop",115826
574,500 Benz,500 Benz,Joey Bada$$,2017-07-06,"conscious hip hop,hip hop,rap",201818
575,Enter The Void (feat. Ab-Soul),Waves,Joey Bada$$,2012-11-13,"conscious hip hop,hip hop,rap",184506
576,Waves,Waves,Joey Bada$$,2012-11-07,"conscious hip hop,hip hop,rap",213333
577,GOLD,SATURATION,BROCKHAMPTON,2017-06-09,"boy band,rap",266000
578,Baptized In Fire,"Passion, Pain & Demon Slayin'","Kid Cudi,Travis Scott",2016-12-16,"hip hop,ohio hip hop,pop rap,rap,slap house",285520
579,Boredom (feat. Rex Orange County & Anna of the North),Boredom (feat. Rex Orange County & Anna of the North),"Tyler, The Creator,Rex Orange County,Anna of the North",2017-07-12,"hip hop,rap,bedroom pop,electropop,vapor pop",320720
580,Dial Up,Dial Up,"Nyck Caution,Kirk Knight,Nyck @ Knight",2017-07-14,"indie hip hop,underground hip hop",207194
581,Wrong (feat. A$AP Rocky & A$AP Ferg),Wrong (feat. A$AP Rocky & A$AP Ferg),"A$AP Mob,A$AP Rocky,A$AP Ferg",2017-04-28,"hip hop,rap,southern hip hop,trap,east coast hip hop,pop rap",182364
582,No Heart,Savage Mode,"21 Savage,Metro Boomin",2016-07-15,"atl hip hop,hip hop,rap,trap",235040
583,Memo,Slime Season 3,Young Thug,2016-03-25,"atl hip hop,atl trap,gangster rap,melodic rap,rap,trap",195413
584,Foreword (feat. Rex Orange County),Flower Boy,"Tyler, The Creator,Rex Orange County",2017-07-21,"hip hop,rap,bedroom pop",194080
585,Where This Flower Blooms (feat. Frank Ocean),Flower Boy,"Tyler, The Creator,Frank Ocean",2017-07-21,"hip hop,rap,lgbtq+ hip hop,neo soul",194933
586,Pothole (feat. Jaden Smith),Flower Boy,"Tyler, The Creator,Jaden",2017-07-21,"hip hop,rap,pop rap",237000
587,Garden Shed (feat. Estelle),Flower Boy,"Tyler, The Creator,Estelle",2017-07-21,"hip hop,rap,neo soul,r&b",223946
588,I Ain't Got Time!,Flower Boy,"Tyler, The Creator",2017-07-21,"hip hop,rap",206266
589,November,Flower Boy,"Tyler, The Creator",2017-07-21,"hip hop,rap",225346
590,Glitter,Flower Boy,"Tyler, The Creator",2017-07-21,"hip hop,rap",224893
591,Perfect Murder,Nyck @ Knight,"Nyck Caution,Nyck @ Knight",2017-07-21,"indie hip hop,underground hip hop",187643
592,M'$ (feat. Lil Wayne),AT.LONG.LAST.A$AP,"A$AP Rocky,Lil Wayne",2015-05-26,"east coast hip hop,hip hop,rap,trap,new orleans rap,pop rap",233400
593,Different Color Molly,Different Color Molly,Smokepurpp,2017-05-26,"melodic rap,miami hip hop,trap,underground hip hop",185965
594,See You Again (feat. Kali Uchis),Flower Boy,"Tyler, The Creator,Kali Uchis",2017-07-21,"hip hop,rap,colombian pop",180386
595,Soul Doubt,I No Longer Fear The Razor Guarding My Heel (III),$uicideboy$,2016-12-23,"cloud rap,dark trap,new orleans rap,underground hip hop",120058
596,Hot N*gga,Hot N*gga,Bobby Shmurda,2014-07-25,"nyc rap,rap,southern hip hop,trap",194561
597,Met Gala (feat. Offset),Droptopwop,"Gucci Mane,Offset",2017-05-26,"atl hip hop,dirty south rap,hip hop,pop rap,rap,southern hip hop,trap",209142
598,Wyclef Jean,JEFFERY,Young Thug,2016-08-26,"atl hip hop,atl trap,gangster rap,melodic rap,rap,trap",236293
599,Strapped,Strapped,A$AP Twelvyy,2017-07-06,underground hip hop,200423
600,War Ready,Prima Donna,Vince Staples,2016-08-25,"conscious hip hop,hip hop,rap,underground hip hop",155173
601,Pimp Hand,Prima Donna,Vince Staples,2016-08-25,"conscious hip hop,hip hop,rap,underground hip hop",169573
602,Man in the Sixties,Quiet Dreamer,Balue,2014-07-08,indie garage rock,222000
603,Love Sosa,Finally Rich (Deluxe),Chief Keef,2012-01-01,"chicago bop,chicago drill,chicago rap,drill,hip hop,rap,southern hip hop,trap",246213
604,Droppin' Seeds (feat. Lil' Wayne),Flower Boy,"Tyler, The Creator,Lil Wayne",2017-07-21,"hip hop,rap,new orleans rap,pop rap,trap",60000
605,Dark Red,Dark Red,Steve Lacy,2017-02-20,afrofuturism,173104
606,Some,Some,Steve Lacy,2016-10-31,afrofuturism,118393
607,C U Girl,C U Girl,Steve Lacy,2015-02-15,afrofuturism,129697
608,Huey,"I Don't Like S**t, I Don't Go Outside: An Album by Earl Sweatshirt",Earl Sweatshirt,2015-03-23,"drumless hip hop,experimental hip hop,hip hop,rap,underground hip hop",112066
609,That's My Energy +,That's My Energy +,Smokepurpp,2017-05-12,"melodic rap,miami hip hop,trap,underground hip hop",128174
610,6 Rings,6 Rings,Smokepurpp,2017-05-12,"melodic rap,miami hip hop,trap,underground hip hop",126171
611,To The Moon,To The Moon,Smokepurpp,2017-06-02,"melodic rap,miami hip hop,trap,underground hip hop",178904
612,Treat Her Like a Prostitute,DirtierNastierSuicide,"$uicideboy$,Germ",2017-02-21,"cloud rap,dark trap,new orleans rap,underground hip hop",180923
613,Rukus,BadS**t (Bootleg),"$uicideboy$,Germ",2017-04-01,"cloud rap,dark trap,new orleans rap,underground hip hop",128052
614,"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",Trap Lord,"A$AP Ferg,French Montana,A$AP Rocky,Trinidad James,ScHoolboy Q",2013-08-19,"hip hop,pop rap,rap,southern hip hop,trap,east coast hip hop,atl hip hop,dirty south rap,gangster rap",283693
615,Hoover Street,Oxymoron (Deluxe),ScHoolboy Q,2014-01-01,"gangster rap,hip hop,pop rap,rap,southern hip hop,trap",396373
616,Break The Bank,Oxymoron (Deluxe),ScHoolboy Q,2014-01-01,"gangster rap,hip hop,pop rap,rap,southern hip hop,trap",354853
617,7AM,Luv Is Rage,Lil Uzi Vert,2015-12-18,"hip hop,melodic rap,philly rap,rage rap,rap",219712
618,Top,Luv Is Rage,Lil Uzi Vert,2015-12-18,"hip hop,melodic rap,philly rap,rage rap,rap",236000
619,Enemies,Luv Is Rage,Lil Uzi Vert,2015-12-18,"hip hop,melodic rap,philly rap,rage rap,rap",248174
620,Paradise,Luv Is Rage,Lil Uzi Vert,2015-12-18,"hip hop,melodic rap,philly rap,rage rap,rap",172703
621,Ronda (Winners),The Perfect LUV Tape,Lil Uzi Vert,2016-08-10,"hip hop,melodic rap,philly rap,rage rap,rap",216293
622,Savage Mode,Savage Mode,"21 Savage,Metro Boomin",2016-07-15,"atl hip hop,hip hop,rap,trap",249586
623,Magazine,Radical $uicide,$uicideboy$,2016-07-22,"cloud rap,dark trap,new orleans rap,underground hip hop",131305
624,Killamonjaro,Killamonjaro,KILLY,2017-06-23,"canadian hip hop,canadian trap,melodic rap",178226
625,Off-White (feat. Global Mongo),Global Warming,"Global Dan,Global Mongo",2017-05-26,melodic rap,165182
626,Dis Iz 4 All My Smokers,Blackout! 2,"Method Man,Redman",2009-01-01,"east coast hip hop,hardcore hip hop,hip hop,new jersey rap,wu fam",256973
627,You're Now Tuning in to 66.6 Fm with DJ Rapture,K**l Yourself Sagas: XI - XV,$uicideboy$,2017-05-26,"cloud rap,dark trap,new orleans rap,underground hip hop",133903
628,Hard to Tell,K**l Yourself Sagas: XI - XV,$uicideboy$,2017-05-26,"cloud rap,dark trap,new orleans rap,underground hip hop",138161
629,"New Chains, Same Shackles",K**l Yourself Sagas: XI - XV,$uicideboy$,2017-05-26,"cloud rap,dark trap,new orleans rap,underground hip hop",139258
630,Styrofoam,K**l Yourself Sagas: XI - XV,$uicideboy$,2017-05-26,"cloud rap,dark trap,new orleans rap,underground hip hop",82337
631,Withdrawals / Withdrawals,K**l Yourself Sagas: XI - XV,$uicideboy$,2017-05-26,"cloud rap,dark trap,new orleans rap,underground hip hop",128052
632,XXX. FEAT. U2.,DAMN.,"Kendrick Lamar,U2",2017-04-14,"conscious hip hop,hip hop,rap,west coast rap,irish rock,permanent wave,rock",254200
633,The Purge,Oxymoron (Deluxe),"ScHoolboy Q,Tyler, The Creator,Kurupt",2014-01-01,"gangster rap,hip hop,pop rap,rap,southern hip hop,trap,g funk,west coast rap",294053
634,His & Her Fiend,Oxymoron (Deluxe),"ScHoolboy Q,SZA",2014-01-01,"gangster rap,hip hop,pop rap,rap,southern hip hop,trap,pop,r&b",175333
635,Gangsta,Oxymoron (Deluxe),ScHoolboy Q,2014-01-01,"gangster rap,hip hop,pop rap,rap,southern hip hop,trap",231773
636,Blind Threats,Oxymoron (Deluxe),"ScHoolboy Q,Raekwon",2014-01-01,"gangster rap,hip hop,pop rap,rap,southern hip hop,trap,east coast hip hop,hardcore hip hop",269653
637,Zambamafoo,Zambamafoo,"HoodRich Pablo Juan,Lil Uzi Vert",2017-07-31,"atl hip hop,detroit trap,memphis hip hop,trap,hip hop,melodic rap,philly rap,rage rap,rap",173493
638,untitled 08 | 09.06.2014.,untitled unmastered.,Kendrick Lamar,2016-03-04,"conscious hip hop,hip hop,rap,west coast rap",235506
639,Slenderman (feat. Germ),Songsthatwewontgetsuedforbutattheendofthedayweallgonnadieanyway,"$uicideboy$,Germ",2016-09-08,"cloud rap,dark trap,new orleans rap,underground hip hop",127883
640,Brooklyn (feat. Black Smurf),Songsthatwewontgetsuedforbutattheendofthedayweallgonnadieanyway,"$uicideboy$,Black Smurf",2016-09-08,"cloud rap,dark trap,new orleans rap,underground hip hop",178521
641,Rag Round My Skull,Songsthatwewontgetsuedforbutattheendofthedayweallgonnadieanyway,$uicideboy$,2016-09-08,"cloud rap,dark trap,new orleans rap,underground hip hop",141845
642,Hive (feat. Vince Staples & Casey Veggies),Doris,"Earl Sweatshirt,Vince Staples,Casey Veggies",2013-08-16,"drumless hip hop,experimental hip hop,hip hop,rap,underground hip hop,conscious hip hop",277240
643,Glow Like Dat,Glow Like Dat,Rich Brian,2017-08-15,indonesian hip hop,210861
644,Low Key,Songsthatwewontgetsuedforbutattheendofthedayweallgonnadieanyway,$uicideboy$,2016-09-08,"cloud rap,dark trap,new orleans rap,underground hip hop",122332
645,Rubber Band Man (feat. Cam'ron),Still Striving,"A$AP Ferg,Cam’ron",2017-08-18,"hip hop,pop rap,rap,southern hip hop,trap,battle rap,east coast hip hop,harlem hip hop",205746
646,Tezeta,Sketches Of Brunswick East,"King Gizzard & The Lizard Wizard,Mild High Club",2017-08-18,"australian psych,double drumming,microtonal,neo-psychedelic,indie garage rock",210840
647,Dusk To Dawn On Lygon Street,Sketches Of Brunswick East,"King Gizzard & The Lizard Wizard,Mild High Club",2017-08-18,"australian psych,double drumming,microtonal,neo-psychedelic,indie garage rock",182986
648,RIP Roach,Revenge,"XXXTENTACION,Ski Mask The Slump God",2017-05-16,"emo rap,miami hip hop,hip hop,pop rap,rap,trap,underground hip hop",169978
649,YuNg BrAtZ,Revenge,XXXTENTACION,2017-05-16,"emo rap,miami hip hop",101851
650,I Get The Bag (feat. Migos),I Get The Bag (feat. Migos),"Gucci Mane,Migos",2017-08-17,"atl hip hop,dirty south rap,hip hop,pop rap,rap,southern hip hop,trap",233087
